data_unique,title_orig,title_cn,description_orig,description_cn,content_orig,content_cn,date_published,lang,countries,locations,source_url,source_database,download_url,categories,event_id,see_also,files,disease_name,disease_pathogen,is_virus_related,is_drug_resist,is_vector_borne,is_respiratory,is_unknown_disease,is_multi_countries,is_human_disease,death_count,create_time,update_time,disease_orig,country_orig,label_json,label_update_time
/meningitis-weekly-bulletin-23-to-29-january-2023,Meningitis Weekly bulletin 23 to 29 January 2023,脑膜炎周报2023年1月23日至29日,"
",,,,2023-01-29,,"[""汤加""]",,https://www.who.int/publications/m/item/meningitis-weekly-bulletin-23-to-29-january-2023,who_situation_reports,https://cdn.who.int/media/docs/default-source/documents/emergencies/health-topics---meningitis/bulletin-meningite_2023_s04.pdf?sfvrsn=6217f6be_1&download=true,,,,,,,,,,,,,,,2023-12-21 02:15:24,2023-12-21 02:15:24,,,,
/cumulative-number-of-confirmed-human-cases-for-avian-influenza-a(h5n1)-reported-to-who-2003-2022-26-jan-2023,"Cumulative number of confirmed human cases for avian influenza A(H5N1) reported to WHO, 2003-2023, 26 January 2023",2003-2023年向世界卫生组织报告的甲型H5N1禽流感人类确诊病例累计数量，2023年1月26日,"
<h3>Overview </h3>
<p>WHO publishes information on human cases with influenza A(H5N1) avian influenza infection on a monthly basis on the Influenza webpage:</p><ul><li><a href=""https://www.who.int/influenza/human_animal_interface/HAI_Risk_Assessment/en/""></a><a href=""http://who.int/teams/global-influenza-programme/avian-influenza"" target=""_blank"" data-sf-ec-immutable=""""></a><a href=""https://who.int/teams/global-influenza-programme/avian-influenza/monthly-risk-assessment-summary"" target=""_blank"" data-sf-ec-immutable="""">Human-Animal Interface, monthly risk assessment summary</a></li></ul><p>Cases of human infection with A(H5N1) will only be reported on Disease Outbreak News for events that are unusual or associated with potential increased risks.</p><p>Member States will be continued to require to report information on every sporadic case of H5N1 human infection or novel influenza virus infection to WHO as per Article 6 of the International Health Regulations (2005).</p>
","<h3>概述</h3><p>世卫组织每月在流感网页上发布有关人类感染甲型H5N1禽流感病例的信息： </p><ul><li><a href=""https://www.who.int/influenza/human_animal_interface/HAI_Risk_Assessment/en/""></a><a href=""http://who.int/teams/global-influenza-programme/avian-influenza"" target=""_blank"" data-sf-ec-immutable=""""></a> <a href=""https://who.int/teams/global-influenza-programme/avian-influenza/monthly-risk-assessment-summary"" target=""_blank"" data-sf-ec-immutable="""">人-动物界面，每月风险评估摘要</a></li></ul><p>人类感染 A(H5N1) 的病例只会在疾病爆发新闻中报告不寻常或与潜在风险增加相关的事件。</p><p>根据《国际卫生条例（2005）》第 6 条，成员国将继续要求向世卫组织报告每一例 H5N1 人类感染或新型流感病毒感染的散发病例的信息。</p>",,,2023-01-26,,"[""美国""]",,https://www.who.int/publications/m/item/cumulative-number-of-confirmed-human-cases-for-avian-influenza-a(h5n1)-reported-to-who-2003-2022-26-jan-2023,who_situation_reports,https://cdn.who.int/media/docs/default-source/influenza/human-animal-interface-risk-assessments/cumulative-number-of-confirmed-human-cases-for-avian-influenza-a(h5n1)-reported-to-who--2003-2023.pdf?sfvrsn=a11e93cf_1&download=true,,,,,"[""人感染动物源性流感【注意：该类疾病下面有很多流感病毒亚型（有的是猪流感病毒感染人，有的是禽流感病毒感染人），都要列出来】""]",,,,,,,,,,2023-12-21 02:15:24,2023-12-21 02:15:24,,,,
/influenza-at-the-human-animal-interface-summary-and-assessment-26-jan-2023,"Influenza at the human-animal interface summary and assessment, 26 January 2023",2023 年 1 月 26 日，人畜界面的流感总结与评估,"
<h3>Overview </h3>
<p>From 6 to 26 January 2023, one human case of infection with an influenza
A(H5) virus was reported officially.</p>
",人兽界面流感总结与评估，2023 年 1 月 26 日,,,2023-01-26,,"[""美国""]",,https://www.who.int/publications/m/item/influenza-at-the-human-animal-interface-summary-and-assessment-26-jan-2023,who_situation_reports,https://cdn.who.int/media/docs/default-source/influenza/human-animal-interface-risk-assessments/influenza-at-the-human-animal-interface-summary-and-assessment--from-6-to-26-january-2023.pdf?sfvrsn=abc6faf5_1&download=true,,,,,"[""流行性感冒/流感""]",,,,,,,,,,2023-12-21 02:15:25,2024-06-26 19:49:35,,,,
/weekly-epidemiological-update-on-covid-19---25-january-2023,Weekly epidemiological update on COVID-19 - 25 January 2023,COVID-19 每周流行病学更新 - 2023 年 1 月 25 日,"
<h3>Overview </h3>
<div><strong></strong>Globally, nearly 1.9 million new cases and over 12 000 deaths were reported in the week of 16 to 22 January 2023. In the last 28 days (26 December 2022 to 22 January 2023), over 11 million cases and over 55 000 new deaths were reported globally – a decrease of 25% and an increase of 13%, respectively, compared to the previous 28 days. As of 22 January 2023, over 664 million confirmed cases and over 6.7 million deaths have been reported globally.
<div><p>In this edition, we include:</p><ul><li>The COVID-19 epidemiological update at the global and regional levels</li><li>An update on the circulating SARS-CoV-2 variants of concern (VOCs) and Omicron subvariants under monitoring</li><li>An update on hospitalizations and ICU admissions related to COVID-19</li></ul></div></div><p></p>
<div id=""dynamic-content__accordion"" class=""dynamic-content__accordion"">
<p><a target=""_blank"" href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports"">All Weekly Epidemiological and Operational Updates</a></p>
</div>
","<h3>概述</h3><div><strong></strong>2023年1月16日至22日当周，全球报告新增病例近190万例，死亡病例超过12000例。过去28天（2022年12月26日至2023年1月22日），新增病例超过1100万例，死亡病例超过55000例。全球报告显示，与前 28 天相比，分别减少 25% 和增加 13%。截至 2023 年 1 月 22 日，全球报告确诊病例超过 6.64 亿，死亡人数超过 670 万人。<div><p>在此版本中，我们包括：</p><ul><li>全球和区域层面的 COVID-19 流行病学最新动态</li><li>关于正在监测的流行 SARS-CoV-2 关注变体 (VOC) 和 Omicron 亚变体的最新信息</li><li>有关 COVID-19 相关住院和 ICU 入院的最新信息</li></ul></div></div><p></p><div id=""dynamic-content__accordion"" class=""dynamic-content__accordion""><p><a target=""_blank"" href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports"">所有每周流行病学和运营更新</a></p></div>",,,2023-01-25,,"[""美国""]",,https://www.who.int/publications/m/item/weekly-epidemiological-update-on-covid-19---25-january-2023,who_situation_reports,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20230125_weekly_epi_update_127.pdf?sfvrsn=5ccb7458_4&download=true,,,,,"[""新型冠状病毒感染""]",,,,,,,,,,2023-12-21 02:15:25,2023-12-21 02:15:25,,,,
/influenza-update-n-437,Influenza Update N° 437,流感疫情更新第 437 号,"
<h3>Overview </h3>
<p>23 January 2023, based on data up to 8 January 2023</p><p>Information in this report is categorized by influenza transmission zones, which are geographical groups of countries, areas or territories with similar influenza transmission patterns. For more information on influenza transmission zones, see the link
below:
</p><p><a href=""https://cdn.who.int/media/docs/default-source/influenza/influenza-updates/2020/influenza_transmission_zones20180914.pdf?sfvrsn=dba8eca5_3"">Influenza Transmission Zones</a> (pdf, 659kb)</p><ul><li><strong>Countries are recommended to monitor the co-circulation of influenza and SARS-CoV-2 viruses. They are encouraged to enhance&nbsp;</strong><a href=""https://cms.who.int/publications/i/item/maintaining-surveillance-of-influenza-and-monitoring-sars-cov-2-adapting-global-influenza-surveillance-and-response-system-(gisrs)-and-sentinel-systems-during-the-covid-19-pandemic"" data-sf-ec-immutable=""""><strong>integrated surveillance</strong></a>&nbsp;<strong>and in northern hemisphere countries step-up their influenza vaccination campaign to prevent severe disease and hospitalizations associated with influenza. Clinicians should consider influenza in differential diagnosis, especially for high-risk groups for influenza, and test and treat according to national guidance.&nbsp;</strong><strong style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;font-size:inherit;"">Because of changes in surveillance of respiratory viruses during the COVID-19 pandemic, comparisons of current data with that from previous seasons may not always be valid and data should be interpreted with caution.&nbsp;</strong><strong>Under-reporting due to the end of the year holidays may affect the data and conclusions below.</strong></li><li>Globally, influenza activity decreased but remained somewhat elevated due to activity in the northern hemisphere. Influenza A viruses predominated with a slightly larger proportion of A(H1N1)pdm09 viruses detected among the subtyped influenza A viruses during this reporting period. </li><li>In the countries of North America, most indicators of influenza activity decreased to levels similar or below levels typically observed this time of year. Influenza A(H3N2) was the predominant virus detected.</li><li>In Europe, overall influenza activity&nbsp;decreased but&nbsp;influenza positivity from sentinel sites remained&nbsp;above the epidemic&nbsp;threshold at the regional level. Overall, influenza A viruses predominated with similar proportions of A(H1N1)pdm09 and A(H3N2) influenza viruses detected in primary care sentinel sites but with regional differences.&nbsp;Many countries&nbsp;reported&nbsp;high or very high intensity,&nbsp;and more than half reported widespread activity.&nbsp;Indicators of influenza&nbsp;activity (influenza like illness (ILI), acute respiratory infection (ARI), severe acute respiratory infection (SARI), influenza-associated hospitalizations) decreased in many countries while other countries reported increases.&nbsp;</li><li>In&nbsp;central Asia, influenza activity&nbsp;decreased&nbsp;overall&nbsp;with influenza A(H1N1)pdm09 viruses predominant followed by&nbsp;influenza B viruses,&nbsp;but with some differences in trends by country.&nbsp;​</li><li>In Northern Africa, influenza detections decreased after a peak in week 52, with all seasonal influenza subtypes detected. </li><li>In Western Asia, influenza activity decreased overall with all seasonal influenza subtypes detected, though increased activity was reported in some countries.&nbsp; </li><li>In East Asia, influenza activity of predominantly influenza A(H3N2) viruses remained low overall though detections continued to be reported at elevated levels in Mongolia and the&nbsp;Republic of Korea.&nbsp;&nbsp;​In the Caribbean and Central American countries, influenza activity of predominantly influenza A(H3N2) viruses was low overall but remained elevated in Mexico. </li><li>In&nbsp;the tropical countries of South America, influenza detections were generally low, and influenza A(H3N2) and influenza B viruses predominated. Influenza positivity was at a moderate level in Ecuador. </li><li>In tropical Africa, influenza activity was highest in eastern Africa but remained low overall with detections of all seasonal influenza subtypes reported. </li><li>In Southern Asia, influenza activity was low and continued to decrease with influenza A(H1N1)pdm09 predominant and influenza A(H3N2) and influenza B also reported.</li><li>In South-East Asia, detections of predominantly influenza B remained elevated due to continued detections reported in Malaysia.</li><li>In the temperate zones of the southern hemisphere, influenza activity decreased to low levels.</li><li style="""">National Influenza Centres (NICs) and other national influenza laboratories from 122 countries, areas or territories reported data to FluNet for the time period from 26 December 2022 to 08 January 2023&nbsp;* (data as of 2023-01-20 07:54:19 UTC). The WHO GISRS laboratories tested more than 563 948 specimens during that time period. 84 596 were positive for influenza viruses, of which 79 268 (93.7%) were typed as influenza A and 5328 (6.3%) as influenza B. Of the subtyped influenza A viruses, 8225 (51.9%) were influenza A(H1N1)pdm09 and 7621 (48.1%) were influenza A(H3N2). Of the type B viruses for which lineage was determined, all 394 (100%) belonged to the B/Victoria lineage.</li></ul><p><img alt="""" src=""/images/default-source/departments/global-influenza-programme/biweekly/2023_01_23_surveillance_update_437.png?sfvrsn=32fcfb67_1"" sf-size=""418362""></p><ul><li>SARS-CoV-2 positivity from sentinel surveillance decreased globally, with a particularly sharp decrease in the WHO Region of the Americas where positivity decreased from over 30% to just above 20%. In the Western Pacific Region, positivity decreased very slightly and remained around 20%. Activity remained under 10% in the other regions. SARS-CoV-2 positivity from non-sentinel surveillance decreased significantly in the Region of the Americas and the Western Pacific region to approximately 20% and 10% respectively, but increased in the African region to 15%.&nbsp;</li><li>During the COVID-19 pandemic, WHO encourages countries, especially those that have received the&nbsp;<a href=""https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html"" data-sf-ec-immutable="""">multiplex influenza and SARS-CoV-2</a>&nbsp;reagent kits from GISRS,&nbsp;to conduct integrated surveillance of influenza and SARS-CoV-2 and report epidemiological and laboratory information in a timely manner to established regional and global platforms. The guidance can be found here:&nbsp;<a href=""/publications/i/item/WHO-2019-nCoV-integrated_sentinel_surveillance-2022.1"">https://www.who.int/publications/i/item/WHO-2019-nCoV-integrated_sentinel_surveillance-2022.1.</a></li><li>National Influenza Centres (NICs) and other national influenza laboratories from 72 countries, areas or territories from six WHO regions (African Region: 10; Region of the Americas: 16; Eastern Mediterranean Region: 5; European Region: 34; South-East Asia Region: 3; Western Pacific Region: 4) reported to FluNet from sentinel surveillance sites for time period from 26 December 2022 to 08 January 2023* (data as of 2023-01-20 07:54:19 UTC). The WHO GISRS laboratories tested more than 21 831 sentinel specimens during that time period and 3737 (17.1%) were positive for SARS-CoV-2. Additionally, more than 274 346 non-sentinel or undefined reporting source samples were tested in the same period and 98 045 were positive for SARS-CoV-2.</li></ul><p><strong style=""background-color:transparent;font-size:16px;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;"">Source of data</strong></p><p>______________________________________________________________________________________________</p><p><span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;"">The Global Influenza Programme monitors influenza activity worldwide and publishes an update every two weeks. The updates are based on available epidemiological and virological data sources, including FluNet (reported by the WHO Global Influenza Surveillance
and Response System), FluID (epidemiological data reported by national focal points) and influenza reports from WHO Regional Offices and Member States. Completeness can vary among updates due to availability and quality of data available at the time
when the update is developed.</span></p><p><sup>*</sup>It includes data only from countries reporting on positive and negative influenza specimens.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>
",流感动态 N° 437,,,2023-01-23,,"[""蒙古"", ""韩国""]",,https://www.who.int/publications/m/item/influenza-update-n-437,who_situation_reports,https://cdn.who.int/media/docs/default-source/influenza/influenza-updates/2023/2023_01_23_surveillance_update_437_.pdf?sfvrsn=d6e41cf_1&download=true,,,,,"[""新型冠状病毒感染"", ""流行性感冒(流感)""]",,,,,,,,,,2023-12-21 02:15:26,2024-06-18 11:17:07,,,,
/meningitis-weekly-bulletin-16-to-22-january-2023,Meningitis Weekly bulletin 16 to 22 January 2023,脑膜炎周报2023年1月16日至22日,"
",,,,2023-01-22,,"[""汤加""]",,https://www.who.int/publications/m/item/meningitis-weekly-bulletin-16-to-22-january-2023,who_situation_reports,https://cdn.who.int/media/docs/default-source/documents/health-topics/meningitis/bulletin-meningite_2023_s03.pdf?sfvrsn=25429ad5_1&download=true,,,,,,,,,,,,,,,2023-12-21 02:15:27,2023-12-21 02:15:27,,,,
/weekly-epidemiological-update-on-covid-19---19-january-2023,Weekly epidemiological update on COVID-19 - 19 January 2023,关于 COVID-19 的每周流行病学更新 - 2023 年 1 月 19 日,"
<h3>Overview </h3>
<div><p>Globally, nearly 2.8 million new cases and over 13 000 deaths were reported in the week of 9 to 15 January 2023. In the last 28 days (19 December 2022 to 15 January 2023), nearly 13 million cases and almost 53 000 new deaths were reported globally – a decrease of 7% and an increase of 20%, respectively, compared to the previous 28 days. As of 15 January 2023, over 662 million confirmed cases and over 6.7 million deaths have been reported globally. </p><div><p>In this edition, we include:</p><ul><li>The COVID-19 epidemiological update at the global and regional levels</li><li>An update on the circulating SARS-CoV-2 variants of concern (VOCs) and Omicron subvariants under monitoring</li><li>An update on hospitalizations and ICU admissions related to COVID-19</li></ul></div></div><p></p>
<div id=""dynamic-content__accordion"" class=""dynamic-content__accordion"">
<p><a target=""_blank"" href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports"">All Weekly Epidemiological and Operational Updates</a></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p>
</div>
","<h3>概述</h3><div><p>2023 年 1 月 9 日至 15 日当周，全球报告新增病例近 280 万例，死亡病例超过 13 000 例。过去 28 天（2022 年 12 月 19 日至 2023 年 1 月 15 日），新增病例近 1,300 万例，新增死亡病例近 53 000 例。全球报告显示，与前 28 天相比，分别减少 7% 和增加 20%。截至 2023 年 1 月 15 日，全球报告确诊病例超过 6.62 亿，死亡人数超过 670 万人。</p><div><p>在此版本中，我们包括：</p><ul><li>全球和区域层面的 COVID-19 流行病学最新动态</li><li>关于正在监测的流行 SARS-CoV-2 关注变体 (VOC) 和 Omicron 亚变体的最新信息</li><li>有关 COVID-19 相关住院和 ICU 入院的最新信息</li></ul></div></div><p></p><div id=""dynamic-content__accordion"" class=""dynamic-content__accordion""><p><a target=""_blank"" href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports"">所有每周流行病学和运营更新</a></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p><p></p></div>",,,2023-01-19,,"[""美国""]",,https://www.who.int/publications/m/item/weekly-epidemiological-update-on-covid-19---19-january-2023,who_situation_reports,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20230119_weekly_epi_update_126.pdf?sfvrsn=c9c11672_4&download=true,,,,,"[""新型冠状病毒感染""]",,,,,,,,,,2023-12-21 02:15:28,2023-12-21 02:15:28,,,,
/multi-country-outbreak-of-mpox--external-situation-report-14--19-january-2023,"Multi-country outbreak of mpox, External situation report#14- 19 January 2023",多国爆发mpox，外部形势报告#14-2023年1月19日,"
<h3>Overview </h3>
<p>This is the 14th situation report for the multi-country outbreak of mpox, which provides details on the latest epidemiology, a special focus on genomic sequencing of monkeypox virus from around the world, an overview of the clinical and public health links between HIV and mpox and an update from the WHO African region.</p><p>Since the beginning of the mpox outbreak, the World Health Organization has been publishing a biweekly external situation report of the multi-country outbreak. WHO has designed an end-user survey to collect information and feedback from our readers that may improve the product, particularly in terms of frequency of publication, content, and relevance of the different sections. Please find below the link to the survey which can be completed in 5 minutes.&nbsp;</p><p><a title=""https://www.who.int/emergencies/situation-reports/end-user-survey--external-situation-report--multi-country-outbreak-of-mpox"" href=""/emergencies/situation-reports/end-user-survey--external-situation-report--multi-country-outbreak-of-mpox""><span style=""text-decoration:underline;"">https://www.who.int/emergencies/situation-reports/end-user-survey--external-situation-report--multi-country-outbreak-of-mpox</span></a></p>
","<h3>概述</h3><p>这是第14份关于MPOX多国疫情的情况报告，其中提供了最新流行病学的详细信息，特别关注世界各地猴痘病毒的基因组测序，概述了HIV和MPOX之间的临床和公共卫生联系以及世界卫生组织非洲区域的最新情况。</p><p>自新冠肺炎疫情爆发以来，世界卫生组织每两周发布一次多国疫情外部形势报告。世卫组织设计了一项最终用户调查，以收集读者的信息和反馈，以改进产品，特别是在出版频率、内容和不同部分的相关性方面。请在下面找到该调查的链接，该调查可在 5 分钟内完成。</p><p> <a title=""https://www.who.int/emergcies/situation-reports/end-user-survey--external-situation-report--multi-country-outbreak-of-mpox"" href=""/emergencies/situation-reports/end-user-survey--external-situation-report--multi-country-outbreak-of-mpox""><span style=""text-decoration:underline;"">https://www.who.int/emergcies/situation-reports/end-user-survey--external-situation-report--multi-country-outbreak-of-mpox</span></a></p>",,,2023-01-19,,"[""美国""]",,https://www.who.int/publications/m/item/multi-country-outbreak-of-mpox--external-situation-report-14--19-january-2023,who_situation_reports,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20230119_mpox_external-sitrep-14.pdf?sfvrsn=365bb443_3&download=true,,,,,"[""猴痘""]",,,,,,,,,,2023-12-21 02:15:29,2023-12-21 02:15:29,,,,
/meningitis-weekly-bulletin-9-to-15-january-2023,Meningitis Weekly bulletin 9 to 15 January 2023,脑膜炎周报2023年1月9日至15日,"
",,,,2023-01-15,,"[""汤加""]",,https://www.who.int/publications/m/item/meningitis-weekly-bulletin-9-to-15-january-2023,who_situation_reports,https://cdn.who.int/media/docs/default-source/documents/health-topics/meningitis/bulletin-meningite_2023_s02.pdf?sfvrsn=b37bf007_1&download=true,,,,,,,,,,,,,,,2023-12-21 02:15:30,2023-12-21 02:15:30,,,,
/weekly-epidemiological-update-on-covid-19---11-january-2023,Weekly epidemiological update on COVID-19 - 11 January 2023,COVID-19 每周流行病学更新 - 2023 年 1 月 11 日,"
<h3>Overview </h3>
<div><p>Globally, nearly 2.9 million new cases and over 11 000 deaths were reported in the week of 2 to 8 January 2023. This represents a reduction in weekly cases and deaths of 9% and 12%, respectively. In the last 28 days (12 December 2022 to 8 January 2023), over 13.9 million cases and over 49 000 new deaths were reported globally – an increase of 10% and 22% respectively, compared to the previous 28 days. As of 8 January 2023, over 659 million confirmed cases and over 6.6 million deaths have been reported globally.</p><p><span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;"">In this edition, we include:</span></p><ul><li><span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;""></span><span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;"">The COVID-19 epidemiological update at the global and regional levels.</span></li><li><span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;""></span>An update on the circulating SARS-CoV-2 variants of concern (VOCs) and Omicron subvariants under monitoring.</li><li>An update on hospitalizations and ICU admissions related to COVID-19.</li><li>Summary of Monthly Operational Update</li></ul></div><p>&nbsp;</p>
<div id=""dynamic-content__accordion"" class=""dynamic-content__accordion"">
<p><a href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports""></a><a target=""_blank"" href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports"">All Weekly Epidemiological and Operational Updates</a></p>
</div>
","<h3>概述</h3><div><p>2023 年 1 月 2 日至 8 日当周，全球报告新增病例近 290 万例，死亡人数超过 11,000 例。这意味着每周病例数和死亡人数分别减少了 9% 和 12%。过去28天（2022年12月12日至2023年1月8日），全球报告了超过1390万例病例和超过49000例新死亡病例——与前28天相比分别增加了10%和22%。截至 2023 年 1 月 8 日，全球报告确诊病例超过 6.59 亿，死亡人数超过 660 万人。</p><p> <span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;"">在此版本中，我们包括：</span> </p><ul><li><span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;""></span> <span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;"">全球和区域层面的 COVID-19 流行病学最新情况。</span> </li><li><span style=""background-color:transparent;text-align:inherit;text-transform:inherit;white-space:inherit;word-spacing:normal;caret-color:auto;""></span>有关正在监测的流行 SARS-CoV-2 关注变体 (VOC) 和 Omicron 亚变体的最新信息。</li><li>有关 COVID-19 相关住院和 ICU 入院的最新信息。</li><li>每月运营更新摘要</li></ul></div><p></p><div id=""dynamic-content__accordion"" class=""dynamic-content__accordion""><p><a href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports""></a><a target=""_blank"" href=""/emergencies/diseases/novel-coronavirus-2019/situation-reports"">所有每周流行病学和运营更新</a></p></div>",,,2023-01-11,,"[""美国"", ""中非""]",,https://www.who.int/publications/m/item/weekly-epidemiological-update-on-covid-19---11-january-2023,who_situation_reports,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20230111_weekly_epi_update_125.pdf?sfvrsn=4812c797_4&download=true,,,,,"[""新型冠状病毒感染""]",,,,,,,,,,2023-12-21 02:15:30,2023-12-21 02:15:30,,,,
